Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,Weekday,Quarter
2022-01-01,2,13,1,2,398,369,26,387.88,79.03,5,1,0,82.51,1,2022,1,1,5,1
2022-01-01,2,14,0,3,445,260,24,266.36,27.72,5,2,0,23.28,0,2022,1,1,5,1
2022-01-01,2,15,3,2,487,347,93,349.36,98.18,15,1,0,99.58,3,2022,1,1,5,1
2022-01-01,2,16,0,0,429,150,168,157.82,27.1,5,0,1,27.4,1,2022,1,1,5,1
2022-01-01,2,17,4,3,204,70,170,83.01,97.08,15,2,1,94.88,3,2022,1,1,5,1
2022-01-01,2,18,0,0,330,249,37,268.25,26.71,15,0,1,24.81,2,2022,1,1,5,1
2022-01-01,2,19,1,1,431,370,99,387.57,95.85,20,0,1,95.7,1,2022,1,1,5,1
2022-01-01,3,0,4,2,477,271,66,286.65,15.62,15,3,0,16.09,3,2022,1,1,5,1
2022-01-01,3,1,0,1,462,180,183,176.06,41.13,5,3,0,45.05,0,2022,1,1,5,1
2022-01-01,3,2,0,3,446,344,27,352.93,89.32,20,0,0,93.0,0,2022,1,1,5,1
2022-01-01,3,3,3,3,437,0,160,-2.4,87.23,10,3,0,90.36,1,2022,1,1,5,1
2022-01-01,3,4,3,1,397,200,172,196.57,81.72,0,2,1,85.22,1,2022,1,1,5,1
2022-01-01,3,5,1,0,470,382,195,396.4,41.35,10,2,0,39.86,2,2022,1,1,5,1
2022-01-01,3,6,1,3,264,190,139,197.45,67.26,20,0,0,64.78,2,2022,1,1,5,1
2022-01-01,3,7,2,2,250,51,137,54.98,85.88,20,2,1,86.14,3,2022,1,1,5,1
2022-01-01,3,8,2,1,63,40,73,51.78,59.23,10,1,1,61.1,2,2022,1,1,5,1
2022-01-01,3,9,3,0,447,104,96,115.03,33.48,15,0,0,37.15,2,2022,1,1,5,1
2022-01-01,3,10,1,3,205,46,27,46.65,54.84,0,3,1,57.76,1,2022,1,1,5,1
2022-01-01,3,11,1,1,349,9,165,0.95,14.25,5,1,1,18.56,1,2022,1,1,5,1
2022-01-01,3,12,2,0,191,56,65,54.47,61.81,0,3,0,63.92,0,2022,1,1,5,1
2022-01-01,3,13,1,3,406,63,139,69.73,66.94,10,2,1,68.47,3,2022,1,1,5,1
2022-01-01,3,14,0,2,228,181,127,171.96,60.54,5,0,0,65.27,0,2022,1,1,5,1
2022-01-01,3,15,3,2,263,94,24,98.05,94.26,15,1,0,96.74,2,2022,1,1,5,1
2022-01-01,3,16,1,2,203,46,75,55.12,25.55,0,1,0,28.07,3,2022,1,1,5,1
2022-01-01,3,17,3,3,143,8,27,27.3,16.73,5,0,1,18.79,1,2022,1,1,5,1
2022-01-01,3,18,3,3,359,172,125,181.25,71.2,15,1,1,73.85,1,2022,1,1,5,1
2022-01-01,3,19,0,3,211,68,37,86.27,11.5,20,2,0,9.26,3,2022,1,1,5,1
2022-01-01,4,0,4,3,111,77,60,83.47,70.33,10,0,0,70.29,3,2022,1,1,5,1
2022-01-01,4,1,0,3,415,298,107,292.96,57.15,5,2,1,60.71,0,2022,1,1,5,1
2022-01-01,4,2,1,1,384,64,26,76.02,36.17,5,3,0,40.93,1,2022,1,1,5,1
2022-01-01,4,3,2,3,436,300,174,292.04,50.77,15,2,1,54.7,1,2022,1,1,5,1
2022-01-01,4,4,0,3,180,21,47,38.63,92.86,15,1,1,96.3,3,2022,1,1,5,1
2022-01-01,4,5,3,1,185,176,163,174.06,60.76,20,0,0,61.15,2,2022,1,1,5,1
2022-01-01,4,6,0,2,292,131,140,122.6,46.47,15,2,0,50.84,2,2022,1,1,5,1
2022-01-01,4,7,4,3,478,317,197,328.64,34.08,5,2,1,30.44,3,2022,1,1,5,1
2022-01-01,4,8,3,3,182,97,27,92.62,87.81,5,2,0,85.45,1,2022,1,1,5,1
2022-01-01,4,9,0,0,87,8,141,14.38,37.04,10,1,1,36.87,2,2022,1,1,5,1
2022-01-01,4,10,3,3,427,104,128,94.65,54.12,10,1,1,53.03,2,2022,1,1,5,1
2022-01-01,4,11,1,3,245,87,188,90.59,67.64,15,3,0,63.53,2,2022,1,1,5,1
2022-01-01,4,12,2,2,317,238,95,256.57,82.18,5,0,0,87.09,2,2022,1,1,5,1
2022-01-01,4,13,1,2,325,171,43,188.55,42.62,20,0,1,42.01,0,2022,1,1,5,1
2022-01-01,4,14,2,3,411,250,119,260.79,11.54,10,0,0,11.27,1,2022,1,1,5,1
2022-01-01,4,15,0,2,71,11,32,1.85,16.3,5,3,0,17.98,3,2022,1,1,5,1
2022-01-01,4,16,1,0,388,371,98,390.04,98.31,15,3,1,102.42,1,2022,1,1,5,1
2022-01-01,4,17,2,3,161,107,66,103.97,48.96,10,2,1,50.03,1,2022,1,1,5,1
2022-01-01,4,18,3,2,235,106,124,119.33,88.22,5,1,0,91.16,1,2022,1,1,5,1
2022-01-01,4,19,1,2,108,101,52,105.92,11.04,10,2,1,9.14,0,2022,1,1,5,1
2022-01-02,0,0,3,3,116,81,104,92.94,27.95,10,0,0,30.89,1,2022,1,2,6,1
2022-01-02,0,1,0,3,416,163,79,171.6,19.78,15,0,0,18.76,1,2022,1,2,6,1
2022-01-02,0,2,0,2,488,464,163,463.12,70.99,10,2,0,72.93,2,2022,1,2,6,1
2022-01-02,0,3,3,0,248,116,107,133.92,49.56,5,2,0,50.46,2,2022,1,2,6,1
2022-01-02,0,4,1,0,238,200,40,204.3,23.76,15,3,1,19.19,2,2022,1,2,6,1
2022-01-02,0,5,2,0,471,58,32,51.57,47.56,0,2,1,46.82,2,2022,1,2,6,1
2022-01-02,0,6,1,1,178,56,149,60.3,17.1,5,2,1,17.0,0,2022,1,2,6,1
2022-01-02,0,7,0,0,92,74,121,67.04,58.89,5,0,0,61.56,0,2022,1,2,6,1
2022-01-02,0,8,4,2,99,54,182,70.6,99.76,20,0,0,95.61,1,2022,1,2,6,1
2022-01-02,0,9,0,1,171,39,163,47.8,11.44,5,3,0,12.71,2,2022,1,2,6,1
2022-01-02,0,10,2,0,215,12,173,16.92,53.84,0,0,1,53.79,1,2022,1,2,6,1
2022-01-02,0,11,2,0,281,56,187,70.71,57.84,5,2,1,60.99,2,2022,1,2,6,1
2022-01-02,0,12,4,1,455,31,124,44.46,35.51,15,0,1,31.06,0,2022,1,2,6,1
2022-01-02,0,13,1,3,84,25,20,23.36,31.41,0,0,1,28.6,1,2022,1,2,6,1
2022-01-02,0,14,1,0,246,198,67,203.23,28.06,20,0,1,30.29,3,2022,1,2,6,1
2022-01-02,0,15,1,3,399,77,147,67.55,35.67,15,2,0,38.02,2,2022,1,2,6,1
2022-01-02,0,16,2,3,242,165,105,181.86,28.18,5,0,0,27.5,0,2022,1,2,6,1
2022-01-02,0,17,4,1,478,42,168,55.16,74.42,5,2,0,69.67,2,2022,1,2,6,1
2022-01-02,0,18,2,2,156,8,67,24.41,91.95,5,0,1,87.43,1,2022,1,2,6,1
2022-01-02,0,19,1,1,221,174,168,187.49,97.88,0,2,0,99.5,0,2022,1,2,6,1
2022-01-02,1,0,1,3,402,343,141,339.04,66.57,20,1,1,63.92,2,2022,1,2,6,1
2022-01-02,1,1,2,3,132,71,60,82.44,90.36,5,1,0,86.73,3,2022,1,2,6,1
2022-01-02,1,2,3,3,218,157,31,153.42,92.24,5,2,1,89.57,0,2022,1,2,6,1
2022-01-02,1,3,3,2,131,88,109,100.61,68.71,0,2,0,69.34,1,2022,1,2,6,1
2022-01-02,1,4,3,1,93,64,128,57.53,87.22,5,0,1,90.59,1,2022,1,2,6,1
2022-01-02,1,5,3,0,344,273,154,273.1,79.38,0,1,0,77.28,0,2022,1,2,6,1
2022-01-02,1,6,3,1,340,247,148,264.18,17.41,15,2,0,13.57,2,2022,1,2,6,1
2022-01-02,1,7,1,1,241,42,187,46.32,14.8,15,3,1,13.94,1,2022,1,2,6,1
2022-01-02,1,8,1,1,296,197,157,195.61,30.5,0,3,0,28.86,1,2022,1,2,6,1
2022-01-02,1,9,3,3,472,374,65,387.41,27.84,15,0,1,32.0,1,2022,1,2,6,1
2022-01-02,1,10,2,0,308,154,22,169.13,88.62,0,0,0,86.3,3,2022,1,2,6,1
2022-01-02,1,11,4,1,434,236,30,239.09,82.35,20,1,0,83.13,0,2022,1,2,6,1
2022-01-02,1,12,4,1,287,278,92,279.91,92.57,10,3,1,97.09,2,2022,1,2,6,1
2022-01-02,1,13,2,3,190,27,134,31.53,94.38,5,1,0,89.47,0,2022,1,2,6,1
2022-01-02,1,14,4,1,353,106,191,110.49,70.59,0,0,1,75.27,3,2022,1,2,6,1
2022-01-02,1,15,4,3,210,154,70,166.83,63.13,10,3,0,67.23,0,2022,1,2,6,1
2022-01-02,1,16,0,3,193,176,38,174.49,46.04,5,1,1,41.4,0,2022,1,2,6,1
2022-01-02,1,17,3,0,124,124,46,116.05,21.07,10,3,0,21.71,0,2022,1,2,6,1
2022-01-02,1,18,4,0,492,479,132,469.74,79.11,0,0,0,80.06,3,2022,1,2,6,1
2022-01-02,1,19,0,2,222,78,42,76.55,64.99,0,3,1,65.4,2,2022,1,2,6,1
2022-01-02,2,0,4,3,277,114,40,132.41,73.48,10,0,0,72.55,0,2022,1,2,6,1
2022-01-02,2,1,3,0,175,2,140,-3.4,87.5,0,1,0,91.2,0,2022,1,2,6,1
2022-01-02,2,2,4,0,157,7,187,22.8,88.68,20,0,1,87.38,0,2022,1,2,6,1
2022-01-02,2,3,2,3,120,54,154,49.64,82.36,20,2,0,85.85,0,2022,1,2,6,1
2022-01-02,2,4,2,0,375,282,61,297.42,38.56,5,0,0,36.57,3,2022,1,2,6,1
2022-01-02,2,5,3,0,302,93,33,106.58,97.74,0,0,0,97.69,3,2022,1,2,6,1
2022-01-02,2,6,1,3,375,85,40,85.31,37.68,15,0,0,36.72,0,2022,1,2,6,1
2022-01-02,2,7,0,2,248,136,50,130.52,36.03,5,1,0,37.49,1,2022,1,2,6,1
2022-01-02,2,8,1,3,219,140,196,139.46,88.97,0,2,1,91.53,1,2022,1,2,6,1
2022-01-02,2,9,2,3,146,79,155,94.23,16.48,10,0,1,21.42,1,2022,1,2,6,1
2022-01-02,2,10,2,2,218,106,111,117.65,58.37,10,0,1,58.1,0,2022,1,2,6,1
2022-01-02,2,11,3,3,260,1,142,1.99,27.86,5,2,1,31.78,3,2022,1,2,6,1
2022-01-02,2,12,1,3,414,203,53,206.35,39.14,5,1,1,35.3,0,2022,1,2,6,1
2022-01-02,2,13,4,1,420,368,71,384.47,66.51,0,0,0,70.84,1,2022,1,2,6,1
2022-01-02,2,14,1,0,435,286,159,283.25,89.65,20,2,0,84.99,3,2022,1,2,6,1
2022-01-02,2,15,0,2,230,69,173,70.77,86.7,20,1,0,91.05,1,2022,1,2,6,1
2022-01-02,2,16,4,2,456,52,78,65.67,29.69,20,2,0,25.27,2,2022,1,2,6,1
2022-01-02,2,17,4,0,319,109,83,126.67,86.93,10,1,1,82.59,3,2022,1,2,6,1
2022-01-02,2,18,2,1,59,50,135,44.37,59.33,10,0,0,54.98,1,2022,1,2,6,1
2022-01-02,2,19,1,0,155,0,92,9.42,57.07,10,1,1,53.34,2,2022,1,2,6,1
2022-01-02,3,0,1,1,144,22,45,39.12,74.16,15,1,0,69.74,0,2022,1,2,6,1
2022-01-02,3,1,1,0,283,45,156,46.65,59.38,0,3,1,62.4,1,2022,1,2,6,1
2022-01-02,3,2,0,0,347,89,122,87.77,48.18,0,3,1,49.64,1,2022,1,2,6,1
2022-01-02,3,3,3,0,410,209,128,224.66,94.75,20,2,0,90.1,0,2022,1,2,6,1
2022-01-02,3,4,4,3,99,4,76,14.91,60.89,5,3,0,59.42,0,2022,1,2,6,1
2022-01-02,3,5,4,0,97,47,138,52.02,14.71,5,0,0,16.85,0,2022,1,2,6,1
2022-01-02,3,6,2,3,339,115,95,124.22,33.09,10,1,0,28.55,1,2022,1,2,6,1
2022-01-02,3,7,4,2,144,27,119,21.73,98.75,15,2,0,102.7,2,2022,1,2,6,1
2022-01-02,3,8,2,2,110,90,28,103.6,12.4,20,2,0,8.56,0,2022,1,2,6,1
2022-01-02,3,9,3,2,348,206,67,214.99,92.01,15,2,1,87.81,0,2022,1,2,6,1
2022-01-02,3,10,4,0,458,328,144,339.54,92.12,20,3,1,87.37,1,2022,1,2,6,1
2022-01-02,3,11,3,2,403,155,24,145.99,37.39,20,3,0,38.71,1,2022,1,2,6,1
2022-01-02,3,12,0,3,198,184,161,191.55,85.35,10,1,1,80.79,1,2022,1,2,6,1
2022-01-02,3,13,1,0,472,16,166,28.75,82.64,0,0,0,78.35,0,2022,1,2,6,1
2022-01-02,3,14,4,1,178,90,79,98.56,92.19,10,2,1,97.07,2,2022,1,2,6,1
2022-01-02,3,15,0,3,215,178,111,180.76,61.41,0,3,0,61.32,1,2022,1,2,6,1
2022-01-02,3,16,1,2,477,256,150,254.89,96.47,20,0,0,93.35,1,2022,1,2,6,1
2022-01-02,3,17,2,2,198,27,62,25.51,89.33,0,3,0,89.63,1,2022,1,2,6,1
2022-01-02,3,18,3,1,110,67,83,79.41,59.49,20,1,1,57.55,1,2022,1,2,6,1
2022-01-02,3,19,1,1,254,84,112,77.15,73.05,15,3,1,74.55,0,2022,1,2,6,1
2022-01-02,4,0,3,0,223,67,53,74.8,67.49,5,3,0,65.24,3,2022,1,2,6,1
2022-01-02,4,1,2,3,100,15,114,28.97,66.05,10,3,1,65.16,0,2022,1,2,6,1
2022-01-02,4,2,4,3,397,333,35,336.02,80.88,20,1,1,84.97,3,2022,1,2,6,1
2022-01-02,4,3,3,1,442,56,38,54.08,60.5,10,0,1,64.88,1,2022,1,2,6,1
2022-01-02,4,4,2,3,411,165,194,172.41,71.72,20,1,0,75.17,0,2022,1,2,6,1
2022-01-02,4,5,0,1,76,54,175,49.32,69.21,15,1,1,71.17,2,2022,1,2,6,1
2022-01-02,4,6,0,0,257,93,148,84.69,70.69,20,2,0,71.37,3,2022,1,2,6,1
2022-01-02,4,7,2,0,353,250,57,254.75,63.54,15,0,0,61.05,2,2022,1,2,6,1
2022-01-02,4,8,1,3,119,90,76,99.63,78.08,10,3,0,73.69,3,2022,1,2,6,1
2022-01-02,4,9,2,3,403,83,77,84.32,43.09,10,3,1,47.02,1,2022,1,2,6,1
2022-01-02,4,10,1,0,60,16,149,23.98,25.67,5,3,1,27.78,3,2022,1,2,6,1
2022-01-02,4,11,4,3,182,87,121,83.13,38.59,20,1,0,33.87,1,2022,1,2,6,1
2022-01-02,4,12,2,0,455,241,136,235.03,57.99,5,3,0,55.4,1,2022,1,2,6,1
2022-01-02,4,13,4,2,437,286,116,282.52,14.65,20,2,1,13.12,3,2022,1,2,6,1
2022-01-02,4,14,0,3,289,60,83,52.77,63.26,0,1,1,61.02,0,2022,1,2,6,1
2022-01-02,4,15,3,0,487,437,106,432.86,43.64,15,0,1,39.13,0,2022,1,2,6,1
2022-01-02,4,16,4,1,418,377,76,383.26,84.85,20,3,1,84.29,2,2022,1,2,6,1
2022-01-02,4,17,0,3,89,83,113,78.67,47.05,15,1,1,47.89,1,2022,1,2,6,1
2022-01-02,4,18,0,3,421,203,152,220.23,76.83,20,2,0,75.86,1,2022,1,2,6,1
2022-01-02,4,19,0,2,211,183,189,190.11,93.95,10,3,1,98.89,1,2022,1,2,6,1
2022-01-03,0,0,1,3,154,5,189,5.36,62.7,20,1,0,58.22,3,2022,1,3,0,1
2022-01-03,0,1,0,0,282,199,70,193.26,54.02,0,0,0,52.91,1,2022,1,3,0,1
2022-01-03,0,2,4,2,183,176,124,168.28,26.03,10,1,0,29.38,3,2022,1,3,0,1
2022-01-03,0,3,1,0,239,214,51,228.51,10.19,0,0,1,7.82,3,2022,1,3,0,1
2022-01-03,0,4,3,3,368,165,56,170.76,95.54,0,3,0,91.29,1,2022,1,3,0,1
2022-01-03,0,5,2,2,57,9,40,13.6,57.65,5,3,0,58.01,2,2022,1,3,0,1
2022-01-03,0,6,0,2,460,140,70,143.7,87.85,20,3,0,91.9,3,2022,1,3,0,1
2022-01-03,0,7,3,3,214,177,150,178.0,53.94,5,2,0,51.47,0,2022,1,3,0,1
2022-01-03,0,8,3,2,407,217,55,217.69,61.42,20,3,0,65.86,3,2022,1,3,0,1
2022-01-03,0,9,1,3,51,47,155,38.08,99.14,10,2,0,102.66,0,2022,1,3,0,1
2022-01-03,0,10,3,0,252,3,98,5.18,60.52,0,0,0,62.72,0,2022,1,3,0,1
2022-01-03,0,11,0,0,72,2,62,9.81,86.93,15,0,0,83.11,2,2022,1,3,0,1
2022-01-03,0,12,0,2,194,18,120,20.5,83.11,10,2,1,85.16,2,2022,1,3,0,1
2022-01-03,0,13,4,2,302,242,145,255.54,32.28,10,1,1,30.1,3,2022,1,3,0,1
2022-01-03,0,14,4,1,330,228,157,246.91,52.17,10,3,1,52.43,2,2022,1,3,0,1
2022-01-03,0,15,0,0,148,31,160,35.11,93.61,15,2,1,94.15,1,2022,1,3,0,1
2022-01-03,0,16,0,1,315,16,197,33.51,98.25,5,3,0,100.34,1,2022,1,3,0,1
2022-01-03,0,17,2,0,97,20,147,37.26,78.53,5,1,0,75.48,0,2022,1,3,0,1
2022-01-03,0,18,2,2,240,193,171,203.45,56.91,0,3,1,54.2,1,2022,1,3,0,1
2022-01-03,0,19,4,1,178,118,162,110.02,35.32,20,0,1,37.56,2,2022,1,3,0,1
2022-01-03,1,0,4,1,405,96,171,100.82,48.08,0,1,1,49.4,0,2022,1,3,0,1
2022-01-03,1,1,1,1,200,48,47,55.45,46.95,15,2,1,43.48,2,2022,1,3,0,1
2022-01-03,1,2,2,3,327,130,166,127.03,94.45,20,0,1,99.26,3,2022,1,3,0,1
2022-01-03,1,3,3,1,409,11,48,8.25,27.28,10,2,1,28.61,0,2022,1,3,0,1
2022-01-03,1,4,3,3,327,313,194,326.56,29.74,0,2,1,31.67,3,2022,1,3,0,1
2022-01-03,1,5,2,1,388,352,199,365.82,27.64,5,2,0,27.19,2,2022,1,3,0,1
2022-01-03,1,6,4,2,483,265,108,277.23,60.54,5,1,0,55.83,0,2022,1,3,0,1
2022-01-03,1,7,2,2,70,11,137,23.62,58.55,10,0,0,63.45,2,2022,1,3,0,1
2022-01-03,1,8,3,2,288,191,29,207.27,58.59,0,0,0,60.98,2,2022,1,3,0,1
2022-01-03,1,9,1,3,270,185,150,192.21,95.48,0,1,1,91.76,3,2022,1,3,0,1
2022-01-03,1,10,0,1,217,143,66,154.26,37.81,20,2,1,37.14,0,2022,1,3,0,1
2022-01-03,1,11,1,3,221,85,84,104.48,48.7,10,1,0,51.33,1,2022,1,3,0,1
2022-01-03,1,12,3,3,303,270,164,268.73,65.89,10,0,0,64.52,2,2022,1,3,0,1
2022-01-03,1,13,3,3,298,233,143,245.02,20.37,0,1,1,23.3,1,2022,1,3,0,1
2022-01-03,1,14,2,3,193,187,57,177.8,46.25,0,2,0,49.2,1,2022,1,3,0,1
2022-01-03,1,15,1,2,205,39,147,37.83,71.74,10,1,0,76.17,3,2022,1,3,0,1
2022-01-03,1,16,4,3,427,234,195,231.16,20.57,10,1,1,22.24,0,2022,1,3,0,1
2022-01-03,1,17,0,2,365,213,106,208.31,29.88,20,1,1,25.73,0,2022,1,3,0,1
2022-01-03,1,18,0,1,111,55,163,71.88,73.98,15,1,1,73.5,3,2022,1,3,0,1
2022-01-03,1,19,3,2,271,22,178,15.3,45.02,10,3,0,47.01,1,2022,1,3,0,1
2022-01-03,2,0,0,1,134,100,185,100.66,82.88,10,3,1,86.74,0,2022,1,3,0,1
2022-01-03,2,1,3,1,405,353,74,355.08,17.36,0,0,1,17.32,1,2022,1,3,0,1
2022-01-03,2,2,1,3,290,255,118,246.78,42.7,20,2,0,40.38,0,2022,1,3,0,1
2022-01-03,2,3,0,2,403,154,189,166.81,89.67,15,3,0,88.99,0,2022,1,3,0,1
2022-01-03,2,4,0,0,311,147,29,154.97,65.77,0,0,1,61.06,1,2022,1,3,0,1
2022-01-03,2,5,1,1,448,342,112,357.52,95.74,10,0,0,94.29,2,2022,1,3,0,1
2022-01-03,2,6,2,3,277,54,126,48.62,98.9,0,0,0,97.62,2,2022,1,3,0,1
2022-01-03,2,7,4,0,421,289,112,292.21,41.11,15,0,0,36.9,2,2022,1,3,0,1
2022-01-03,2,8,4,2,241,179,135,198.59,42.07,0,2,1,37.66,3,2022,1,3,0,1
2022-01-03,2,9,2,2,186,175,75,177.8,95.89,0,1,1,96.19,0,2022,1,3,0,1
2022-01-03,2,10,0,3,413,209,86,220.54,84.12,5,3,0,89.06,1,2022,1,3,0,1
2022-01-03,2,11,4,0,112,109,46,113.33,71.21,20,1,1,74.71,2,2022,1,3,0,1
2022-01-03,2,12,3,2,268,43,78,49.77,49.23,0,1,1,47.75,1,2022,1,3,0,1
2022-01-03,2,13,4,2,347,58,38,49.31,21.87,10,1,1,25.0,0,2022,1,3,0,1
2022-01-03,2,14,1,2,495,399,86,390.1,60.83,0,0,1,60.34,1,2022,1,3,0,1
2022-01-03,2,15,0,3,324,95,145,111.3,56.78,20,1,0,60.75,3,2022,1,3,0,1
2022-01-03,2,16,0,3,330,296,138,297.58,76.12,5,2,0,77.55,1,2022,1,3,0,1
2022-01-03,2,17,1,0,297,105,66,104.66,98.9,10,3,0,96.55,3,2022,1,3,0,1
2022-01-03,2,18,0,0,169,103,47,107.67,46.24,5,0,0,47.84,0,2022,1,3,0,1
2022-01-03,2,19,4,2,257,131,103,123.65,16.35,15,0,0,19.59,0,2022,1,3,0,1
2022-01-03,3,0,3,0,175,66,140,56.84,83.63,15,3,0,79.9,2,2022,1,3,0,1
2022-01-03,3,1,3,3,228,163,161,161.48,81.57,0,0,1,77.66,3,2022,1,3,0,1
2022-01-03,3,2,0,2,188,98,176,98.87,44.68,10,2,0,42.55,1,2022,1,3,0,1
2022-01-03,3,3,3,0,211,150,20,167.75,60.11,0,1,1,62.3,2,2022,1,3,0,1
2022-01-03,3,4,2,1,149,15,60,21.91,24.63,20,2,0,27.97,3,2022,1,3,0,1
